gene	SRX1130454	ERX3503479	SRX1130456	SRX1130465	SRX1130457	SRX3367918	SRX7649169	SRX1130492	SRX3367919	ERX3988324	ERX3988313	SRX546032	SRX1045016	SRX1130490	SRX3154231	SRX546016	ERX3988308	SRX1130470	SRX1130460	SRX1130468	SRX4081212	SRX2349198	ERX3988309	SRX3154228	ERX3503483	SRX4520756	SRX1130452	SRX546033	SRX1735461	SRX666570	SRX1130496	SRX1130501	SRX5492850	SRX3154230	SRX1130459	SRX9029128	SRX666579	SRX807046	SRX4081213	SRX1735462	SRX546015	ERX3988323	ERX3988325	SRX546024	SRX1130506	SRX1130471	SRX1100709	SRX1130451	SRX1130504	SRX4520757	ERX3988322	SRX666577	SRX1130455	SRX2349197	SRX666576	SRX157655	SRX546017	SRX666574	SRX3154229	SRX1130491	SRX1130500	SRX1130462	SRX3367920	ERX3988312	SRX1130507	SRX1130464	SRX1130503	SRX1093014	SRX1130461	SRX1130467	ERX3503481	SRX1100710	SRX1735466	SRX3154227	SRX1735465	SRX1130463	SRX7649168	SRX8564783	SRX1130466	SRX7421974	SRX7649167	ERX3988320	SRX1130458	SRX546026	SRX1130469	SRX1130453	ERX3988310	SRX1130505	SRX1130499	SRX546025	SRX9029119	SRX1093013	SRX546034	SRX2349196	SRX2349199	SRX7649166	SRX326627	SRX1130489	SRX1093011
6391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	106.0	0.0	152.0	10.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	32.0	0.0	0.0	0.0	20.0	0.0	8.0	0.0	0.0	0.0	55.0	0.0	0.0	15.0	0.0	0.0	0.0	11.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	57080.0	14.0	0.0	19.0	19.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	56.0	123.0	42981.0	0.0	0.0	0.0	0.0
6392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	91.0	0.0	133.0	9.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	32.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	13.0	0.0	0.0	0.0	11.0	0.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	56346.0	14.0	0.0	20.0	19.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	525.0	0.0	0.0	0.0	0.0	0.0	349.0	0.0	0.0	55.0	120.0	42447.0	0.0	0.0	0.0	0.0
6393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	80.0	0.0	102.0	8.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	33.0	0.0	0.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0	31.0	0.0	0.0	7.0	0.0	0.0	0.0	11.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	55734.0	14.0	0.0	20.0	17.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0	348.0	0.0	0.0	55.0	119.0	42256.0	0.0	0.0	0.0	0.0
6394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	81.0	0.0	81.0	8.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	35.0	0.0	0.0	0.0	20.0	0.0	3.0	0.0	0.0	0.0	19.0	0.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	54943.0	14.0	0.0	17.0	17.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	530.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	2.0	54.0	111.0	42071.0	0.0	0.0	0.0	0.0
6395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	70.0	0.0	74.0	8.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	36.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54236.0	14.0	0.0	17.0	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	2.0	54.0	110.0	41820.0	0.0	0.0	0.0	0.0
6396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	70.0	0.0	74.0	8.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	36.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54337.0	14.0	0.0	17.0	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	525.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	2.0	54.0	110.0	41975.0	0.0	0.0	0.0	0.0
6397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	55.0	0.0	73.0	9.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	36.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54177.0	14.0	0.0	17.0	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.0	0.0	0.0	0.0	0.0	0.0	327.0	0.0	2.0	54.0	106.0	41938.0	0.0	0.0	0.0	0.0
6398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	40.0	0.0	72.0	8.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	36.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54133.0	13.0	0.0	18.0	17.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	541.0	0.0	0.0	0.0	0.0	0.0	604.0	0.0	2.0	54.0	101.0	41821.0	0.0	0.0	0.0	0.0
6399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	39.0	0.0	71.0	7.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	36.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	468.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54084.0	13.0	0.0	17.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	0.0	0.0	0.0	0.0	0.0	591.0	0.0	3.0	54.0	92.0	41800.0	0.0	0.0	0.0	0.0
6400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	36.0	0.0	70.0	7.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	34.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	10.0	0.0	0.0	464.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	54011.0	13.0	0.0	17.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.0	0.0	0.0	0.0	0.0	0.0	581.0	0.0	3.0	54.0	92.0	41461.0	0.0	0.0	0.0	0.0
6401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	36.0	0.0	70.0	7.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	34.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	10.0	0.0	0.0	458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	53871.0	13.0	0.0	17.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	570.0	0.0	3.0	54.0	92.0	41259.0	0.0	0.0	0.0	0.0
6402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	35.0	0.0	68.0	7.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	34.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	459.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	51806.0	13.0	0.0	17.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	575.0	0.0	3.0	54.0	85.0	39505.0	0.0	0.0	0.0	0.0
6403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	35.0	0.0	67.0	7.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	33.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	48513.0	13.0	0.0	16.0	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	569.0	0.0	3.0	51.0	85.0	35850.0	0.0	0.0	0.0	0.0
6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	35.0	0.0	52.0	6.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	29.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	31034.0	13.0	0.0	15.0	13.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	0.0	550.0	0.0	3.0	46.0	79.0	22726.0	0.0	0.0	0.0	0.0
6405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	35.0	0.0	27.0	4.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9353.0	1.0	0.0	10.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	0.0	0.0	0.0	0.0	0.0	544.0	0.0	3.0	45.0	45.0	7569.0	0.0	0.0	0.0	0.0
6406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	35.0	0.0	16.0	4.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7991.0	0.0	0.0	10.0	4.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.0	0.0	0.0	0.0	0.0	0.0	542.0	0.0	3.0	47.0	35.0	6602.0	0.0	0.0	0.0	0.0
6407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	35.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5919.0	0.0	0.0	7.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.0	0.0	0.0	0.0	0.0	0.0	525.0	0.0	3.0	15.0	39.0	5147.0	0.0	0.0	0.0	0.0
6408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	38.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5917.0	0.0	0.0	7.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.0	0.0	0.0	0.0	0.0	0.0	528.0	0.0	4.0	16.0	39.0	5258.0	0.0	0.0	0.0	0.0
6409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	36.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5272.0	0.0	0.0	7.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	0.0	0.0	0.0	529.0	0.0	6.0	13.0	37.0	5056.0	0.0	0.0	0.0	0.0
6410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	36.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7019.0	1.0	0.0	7.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.0	0.0	0.0	0.0	0.0	0.0	517.0	0.0	6.0	13.0	36.0	5953.0	0.0	0.0	0.0	0.0
6411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	39.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7152.0	1.0	0.0	7.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.0	0.0	0.0	0.0	0.0	0.0	511.0	0.0	6.0	13.0	35.0	6130.0	0.0	0.0	0.0	0.0
6412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	39.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7204.0	1.0	0.0	7.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	337.0	0.0	0.0	0.0	0.0	0.0	509.0	0.0	6.0	13.0	34.0	6325.0	0.0	0.0	0.0	0.0
6413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7270.0	1.0	0.0	5.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.0	0.0	0.0	0.0	0.0	0.0	530.0	0.0	7.0	14.0	37.0	6494.0	0.0	0.0	0.0	3.0
6414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	34.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7703.0	1.0	0.0	5.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	571.0	0.0	8.0	15.0	37.0	6930.0	0.0	0.0	0.0	3.0
6415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	23236.0	1.0	0.0	8.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	479.0	0.0	0.0	0.0	0.0	0.0	678.0	0.0	9.0	15.0	48.0	14107.0	0.0	0.0	0.0	3.0
6416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	530.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	39435.0	6.0	0.0	8.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	691.0	0.0	9.0	16.0	61.0	19680.0	0.0	0.0	0.0	3.0
6417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	556.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	41043.0	6.0	0.0	9.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	0.0	0.0	0.0	0.0	0.0	725.0	0.0	10.0	16.0	65.0	21265.0	0.0	0.0	0.0	19.0
6418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	31.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	736.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	43149.0	9.0	0.0	17.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1375.0	0.0	0.0	0.0	0.0	0.0	1029.0	0.0	13.0	26.0	93.0	22788.0	0.0	0.0	0.0	19.0
6419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	28.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1053.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	49900.0	11.0	0.0	23.0	38.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2719.0	0.0	0.0	0.0	0.0	0.0	1580.0	0.0	15.0	29.0	166.0	26674.0	0.0	0.0	0.0	21.0
6420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	23.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1575.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	65071.0	15.0	0.0	31.0	67.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4874.0	0.0	0.0	0.0	0.0	0.0	2451.0	0.0	19.0	39.0	263.0	34712.0	0.0	0.0	0.0	31.0
6421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	34.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	2481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	66546.0	19.0	0.0	39.0	84.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7961.0	0.0	0.0	0.0	0.0	0.0	3912.0	0.0	22.0	45.0	356.0	36398.0	0.0	0.0	0.0	31.0
6422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	34.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	2931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	68348.0	21.0	0.0	45.0	100.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9329.0	0.0	0.0	0.0	0.0	0.0	4597.0	0.0	23.0	49.0	427.0	37983.0	0.0	0.0	0.0	39.0
6423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	36.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	3297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	69253.0	23.0	0.0	50.0	103.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10314.0	0.0	0.0	0.0	0.0	0.0	5130.0	0.0	26.0	52.0	445.0	38926.0	0.0	0.0	0.0	41.0
